Light Intensity and Water Temperature Scripts (30 Year Averages + Stdev)  Location in Southern Florida (Station 84570 Key west) for Pond Depth of 20.5 cm. ,,,,,
Date,Time,Light,Light,Temp,Temp
01-02-0001,13:00:00,1214.087926,178.0417201,23.71333333,3.133768617
01-02-0001,14:00:00,1047.354705,160.8130239,24.57333333,3.219223866
01-02-0001,15:00:00,788.2318927,134.0617589,24.77,3.293687798
01-02-0001,16:00:00,454.3349313,103.5152731,24.29666667,3.338953308
01-02-0001,17:00:00,139.9907533,71.36824397,23.20333333,3.345040934
01-02-0001,18:00:00,4.886402,26.763926,21.84666667,3.307330764
01-02-0001,19:00:00,0,0,20.60666667,3.242916241
01-02-0001,20:00:00,0,0,19.61666667,3.189971715
01-02-0001,21:00:00,0,0,18.79666667,3.131539594
01-02-0001,22:00:00,0,0,18.12333333,3.083290152
01-02-0001,23:00:00,0,0,17.55666667,3.040268061
01-03-0001,0:00:00,0,0,17.09,2.895221985
01-03-0001,1:00:00,0,0,16.74,2.628569822
01-03-0001,2:00:00,0,0,16.45666667,2.45254032
01-03-0001,3:00:00,0,0,16.19,2.37448361
01-03-0001,4:00:00,0,0,15.97333333,2.353710692
01-03-0001,5:00:00,0,0,15.77666667,2.361572143
01-03-0001,6:00:00,0,0,15.60333333,2.40996256
01-03-0001,7:00:00,159.0197373,50.07993932,15.6,2.478319787
01-03-0001,8:00:00,481.6370747,134.1727945,16.16666667,2.559409055
01-03-0001,9:00:00,778.9900633,199.7692872,17.39333333,2.640654743
01-03-0001,10:00:00,1004.546667,250.0220852,19.09,2.766218631
01-03-0001,11:00:00,1142.248489,280.5647919,20.99666667,2.923210721
01-03-0001,12:00:00,1182.774771,288.6109762,22.76666667,3.124026285
01-03-0001,13:00:00,1123.298433,273.4507149,24.19333333,3.332797658
01-03-0001,14:00:00,967.8878887,236.2750631,25.10666667,3.505752252
01-03-0001,15:00:00,727.1769813,180.6414373,25.37666667,3.587784191
01-03-0001,16:00:00,417.5326467,114.2306524,24.99666667,3.567717645
01-03-0001,17:00:00,127.2975887,59.96466997,24.01,3.442167521
01-03-0001,18:00:00,3.910556667,21.41900099,22.74333333,3.271895299
01-03-0001,19:00:00,0,0,21.56666667,3.09909145
01-03-0001,20:00:00,0,0,20.58333333,2.950053574
01-03-0001,21:00:00,0,0,19.76,2.818118717
01-03-0001,22:00:00,0,0,19.04666667,2.707172253
01-03-0001,23:00:00,0,0,18.42333333,2.609489755
01-04-0001,0:00:00,0,0,17.8,2.448222437
01-04-0001,1:00:00,0,0,17.18333333,2.272790072
01-04-0001,2:00:00,0,0,16.65666667,2.221320411
01-04-0001,3:00:00,0,0,16.18666667,2.262396248
01-04-0001,4:00:00,0,0,15.78333333,2.330026392
01-04-0001,5:00:00,0,0,15.42666667,2.446240371
01-04-0001,6:00:00,0,0,15.10666667,2.588027252
01-04-0001,7:00:00,158.237626,50.62710912,14.97533333,2.716436222
01-04-0001,8:00:00,475.982912,138.7007077,15.41333333,2.839315524
01-04-0001,9:00:00,765.4789107,208.0293456,16.50666667,2.958906291
01-04-0001,10:00:00,984.5059607,259.6074664,18.08,3.089738299
01-04-0001,11:00:00,1117.608394,289.8148306,19.83,3.218390045
01-04-0001,12:00:00,1155.702239,296.102024,21.45666667,3.360488812
01-04-0001,13:00:00,1096.268953,278.1166421,22.73666667,3.482219203
01-04-0001,14:00:00,943.26932,237.111022,23.51333333,3.553311552
01-04-0001,15:00:00,707.1793273,176.5009673,23.71,3.591978611
01-04-0001,16:00:00,404.0717213,103.1516541,23.25666667,3.571987116
01-04-0001,17:00:00,121.471218,45.35595293,22.26666667,3.482006292
01-04-0001,18:00:00,2.949062,16.15267781,21.01333333,3.386049813
01-04-0001,19:00:00,0,0,19.86666667,3.280068684
01-04-0001,20:00:00,0,0,18.96,3.178548791
01-04-0001,21:00:00,0,0,18.23333333,3.104094441
01-04-0001,22:00:00,0,0,17.60333333,3.017932991
01-04-0001,23:00:00,0,0,17.09333333,2.929862105
01-05-0001,0:00:00,0,0,16.69,2.735759366
01-05-0001,1:00:00,0,0,16.46666667,2.458810104
01-05-0001,2:00:00,0,0,16.28333333,2.291074636
01-05-0001,3:00:00,0,0,16.11,2.189213368
01-05-0001,4:00:00,0,0,15.96,2.150637436
01-05-0001,5:00:00,0,0,15.82333333,2.162323676
01-05-0001,6:00:00,0,0,15.69333333,2.20999818
01-05-0001,7:00:00,180.129568,45.46405492,15.76333333,2.299997501
01-05-0001,8:00:00,538.666624,119.7180058,16.43,2.391962115
01-05-0001,9:00:00,862.2526313,172.2096375,17.81333333,2.530330949
01-05-0001,10:00:00,1106.565556,209.7787761,19.68,2.679989707
01-05-0001,11:00:00,1254.377423,230.1349533,21.72333333,2.849644059
01-05-0001,12:00:00,1295.822148,231.849699,23.62,3.019065852
01-05-0001,13:00:00,1228.000897,214.6233656,25.14333333,3.177147206
01-05-0001,14:00:00,1055.491533,179.8033014,26.07333333,3.3206702
01-05-0001,15:00:00,790.025726,130.4169878,26.34666667,3.441504616
01-05-0001,16:00:00,449.871874,73.2421156,25.91333333,3.476694162
01-05-0001,17:00:00,133.89172,35.10069745,24.83666667,3.457773185
01-05-0001,18:00:00,2.712276,14.85574747,23.48333333,3.364631797
01-05-0001,19:00:00,0,0,22.22666667,3.236423455
01-05-0001,20:00:00,0,0,21.19666667,3.124042842
01-05-0001,21:00:00,0,0,20.34,2.992242845
01-05-0001,22:00:00,0,0,19.59333333,2.88335692
01-05-0001,23:00:00,0,0,18.96,2.786494523
01-06-0001,0:00:00,0,0,18.32666667,2.556254444
01-06-0001,1:00:00,0,0,17.67666667,2.276973692
01-06-0001,2:00:00,0,0,17.13,2.219529307
01-06-0001,3:00:00,0,0,16.65333333,2.285144428
01-06-0001,4:00:00,0,0,16.23333333,2.423922915
01-06-0001,5:00:00,0,0,15.86666667,2.58781406
01-06-0001,6:00:00,0,0,15.53,2.771673216
01-06-0001,7:00:00,154.9513233,48.40236664,15.39,2.958138977
01-06-0001,8:00:00,462.744422,128.2786955,15.8,3.179568394
01-06-0001,9:00:00,740.4441727,189.0510831,16.87333333,3.404655366
01-06-0001,10:00:00,950.2365687,235.2229694,18.38,3.680648369
01-06-0001,11:00:00,1077.326073,262.7039266,20.06333333,3.91799415
01-06-0001,12:00:00,1113.095109,269.0895775,21.63333333,4.101247357
01-06-0001,13:00:00,1055.139942,253.7077078,22.87,4.258715202
01-06-0001,14:00:00,907.3926533,217.9560042,23.60333333,4.367472506
01-06-0001,15:00:00,679.834132,164.9999932,23.79333333,4.375002135
01-06-0001,16:00:00,388.0994293,102.0508704,23.33666667,4.315128426
01-06-0001,17:00:00,117.079914,51.96659066,22.37333333,4.195065519
01-06-0001,18:00:00,3.386757333,18.55003388,21.15,4.070647665
01-06-0001,19:00:00,0,0,20.04666667,3.939082103
01-06-0001,20:00:00,0,0,19.15,3.840415746
01-06-0001,21:00:00,0,0,18.40333333,3.777016094
01-06-0001,22:00:00,0,0,17.78666667,3.703840815
01-06-0001,23:00:00,0,0,17.23666667,3.629047879
01-07-0001,0:00:00,0,0,16.81333333,3.484124917
01-07-0001,1:00:00,0,0,16.49,3.334495774
01-07-0001,2:00:00,0,0,16.21666667,3.249093596
01-07-0001,3:00:00,0,0,15.94666667,3.227119281
01-07-0001,4:00:00,0,0,15.74666667,3.255524041
01-07-0001,5:00:00,0,0,15.54666667,3.299919888
01-07-0001,6:00:00,0,0,15.36333333,3.375110045
01-07-0001,7:00:00,178.794956,47.22809069,15.38666667,3.472128765
01-07-0001,8:00:00,533.0124613,114.1978101,16.01,3.572341066
01-07-0001,9:00:00,851.805346,158.891431,17.35666667,3.671388287
01-07-0001,10:00:00,1092.652585,196.3738038,19.20666667,3.760679811
01-07-0001,11:00:00,1238.663443,220.8468406,21.25333333,3.823316247
01-07-0001,12:00:00,1279.735051,229.1599609,23.17333333,3.854413801
01-07-0001,13:00:00,1213.20536,220.4954768,24.72,3.854008214
01-07-0001,14:00:00,1043.544603,195.6270155,25.70666667,3.846712285
01-07-0001,15:00:00,782.319418,157.6415821,26.01666667,3.809704788
01-07-0001,16:00:00,447.3461567,113.6982536,25.60333333,3.746491079
01-07-0001,17:00:00,136.1232487,72.29020316,24.54333333,3.666971252
01-07-0001,18:00:00,4.771596667,26.1351113,23.2,3.596166541
01-07-0001,19:00:00,0,0,21.92666667,3.51508408
01-07-0001,20:00:00,0,0,20.86,3.44789791
01-07-0001,21:00:00,0,0,19.98,3.384895455
01-07-0001,22:00:00,0,0,19.21,3.303430818
01-07-0001,23:00:00,0,0,18.54666667,3.200725492
01-08-0001,0:00:00,0,0,17.85666667,2.940875231
01-08-0001,1:00:00,0,0,17.14,2.501668409
01-08-0001,2:00:00,0,0,16.56,2.218200575
01-08-0001,3:00:00,0,0,16.08333333,2.058470027
01-08-0001,4:00:00,0,0,15.69666667,1.981201888
01-08-0001,5:00:00,0,0,15.33666667,1.979286415
01-08-0001,6:00:00,0,0,15.03333333,2.022516925
01-08-0001,7:00:00,154.750414,51.23494725,14.92333333,2.099044665
01-08-0001,8:00:00,460.2187047,131.9611969,15.37333333,2.198264728
01-08-0001,9:00:00,734.1585807,195.2922094,16.47,2.312656332
01-08-0001,10:00:00,941.0019147,247.0314654,18.01333333,2.482175538
01-08-0001,11:00:00,1066.276059,280.3678356,19.70333333,2.700636366
01-08-0001,12:00:00,1101.420842,291.8366768,21.29333333,2.953890869
01-08-0001,13:00:00,1044.032526,280.3831636,22.55666667,3.214695066
01-08-0001,14:00:00,898.0288433,247.0227226,23.32333333,3.434779854
01-08-0001,15:00:00,673.3476307,195.0643407,23.53333333,3.587366081
01-08-0001,16:00:00,385.3082247,132.0047795,23.11666667,3.634232199
01-08-0001,17:00:00,117.9266033,74.30515019,22.18,3.58140793
01-08-0001,18:00:00,4.599388667,25.19188923,21,3.471062642
01-08-0001,19:00:00,0,0,19.91333333,3.337326344
01-08-0001,20:00:00,0,0,19.03333333,3.196801562
01-08-0001,21:00:00,0,0,18.30666667,3.061094388
01-08-0001,22:00:00,0,0,17.7,2.945481636
01-08-0001,23:00:00,0,0,17.17333333,2.821339048
01-09-0001,0:00:00,0,0,16.73333333,2.631550393
01-09-0001,1:00:00,0,0,16.37333333,2.374858737
01-09-0001,2:00:00,0,0,16.06,2.212129572
01-09-0001,3:00:00,0,0,15.79666667,2.100325645
01-09-0001,4:00:00,0,0,15.56666667,2.046415425
01-09-0001,5:00:00,0,0,15.35,2.026845689
01-09-0001,6:00:00,0,0,15.17,2.052105731
01-09-0001,7:00:00,171.411538,49.85591558,15.19,2.088614456
01-09-0001,8:00:00,506.334572,124.9713028,15.77,2.155210207
01-09-0001,9:00:00,803.501002,178.6439342,17.04333333,2.206523765
01-09-0001,10:00:00,1027.371402,221.726874,18.77,2.329000081
01-09-0001,11:00:00,1162.353773,248.5487225,20.65,2.477728381
01-09-0001,12:00:00,1199.285213,256.2779704,22.38,2.626837616
01-09-0001,13:00:00,1135.60413,244.1153963,23.75666667,2.781054542
01-09-0001,14:00:00,975.66595,213.2350613,24.60333333,2.901899893
01-09-0001,15:00:00,730.3628293,166.9045637,24.81333333,2.970049731
01-09-0001,16:00:00,416.4132947,112.644747,24.36333333,2.965489241
01-09-0001,17:00:00,126.03473,65.79965558,23.34,2.903933124
01-09-0001,18:00:00,4.269323333,23.38404695,22.06,2.789215685
01-09-0001,19:00:00,0,0,20.9,2.67130344
01-09-0001,20:00:00,0,0,19.94,2.572078188
01-09-0001,21:00:00,0,0,19.13666667,2.467929934
01-09-0001,22:00:00,0,0,18.47666667,2.373369979
01-09-0001,23:00:00,0,0,17.9,2.306363012
01-10-0001,0:00:00,0,0,17.34666667,2.160576764
01-10-0001,1:00:00,0,0,16.80333333,1.971431011
01-10-0001,2:00:00,0,0,16.34,1.875725147
01-10-0001,3:00:00,0,0,15.91666667,1.871028361
01-10-0001,4:00:00,0,0,15.54,1.904006665
01-10-0001,5:00:00,0,0,15.21,1.982570606
01-10-0001,6:00:00,0,0,14.90333333,2.093089341
01-10-0001,7:00:00,173.8296253,57.07490563,14.80666667,2.213116594
01-10-0001,8:00:00,511.8739293,146.624913,15.31333333,2.377441878
01-10-0001,9:00:00,810.3175687,214.8688846,16.52333333,2.600753649
01-10-0001,10:00:00,1034.898327,269.3386717,18.20666667,2.843617576
01-10-0001,11:00:00,1170.139009,303.33385,20.09333333,3.125306422
01-10-0001,12:00:00,1206.819313,313.5269937,21.89333333,3.402831816
01-10-0001,13:00:00,1142.435047,298.995163,23.34333333,3.613545716
01-10-0001,14:00:00,981.3201127,260.9267731,24.30666667,3.775504838
01-10-0001,15:00:00,734.531698,203.1769827,24.62333333,3.867341895
01-10-0001,16:00:00,418.8672587,133.8648394,24.27,3.83272209
01-10-0001,17:00:00,127.1397313,73.38580802,23.31,3.715424513
01-10-0001,18:00:00,4.577862667,25.07398648,22.04666667,3.532580705
01-10-0001,19:00:00,0,0,20.86666667,3.377545868
01-10-0001,20:00:00,0,0,19.87,3.234421549
01-10-0001,21:00:00,0,0,19.03666667,3.09743869
01-10-0001,22:00:00,0,0,18.32333333,2.992367686
01-10-0001,23:00:00,0,0,17.70333333,2.899284494
01-11-0001,0:00:00,0,0,17.18666667,2.748884831
01-11-0001,1:00:00,0,0,16.81,2.491274428
01-11-0001,2:00:00,0,0,16.46333333,2.363878072
01-11-0001,3:00:00,0,0,16.17666667,2.315418087
01-11-0001,4:00:00,0,0,15.89666667,2.314047556
01-11-0001,5:00:00,0,0,15.66,2.349996332
01-11-0001,6:00:00,0,0,15.46,2.413839408
01-11-0001,7:00:00,173.8152747,50.70687519,15.45333333,2.502927022
01-11-0001,8:00:00,509.7715567,124.5846931,16.01,2.572178736
01-11-0001,9:00:00,804.4194447,177.248923,17.27666667,2.637616915
01-11-0001,10:00:00,1025.957861,220.9917589,18.96666667,2.721476949
01-11-0001,11:00:00,1159.103347,249.0277879,20.82,2.808533793
01-11-0001,12:00:00,1194.757578,258.2432323,22.56666667,2.951952403
01-11-0001,13:00:00,1130.495293,247.6860616,23.92666667,3.105160703
01-11-0001,14:00:00,970.736496,218.3668848,24.77666667,3.254035514
01-11-0001,15:00:00,726.330292,173.5283682,24.99333333,3.355071646
01-11-0001,16:00:00,413.9306293,120.4857383,24.56,3.390209026
01-11-0001,17:00:00,125.5970347,71.80169758,23.55666667,3.379418776
01-11-0001,18:00:00,4.577862667,25.07398648,22.3,3.310172409
01-11-0001,19:00:00,0,0,21.12333333,3.1914415
01-11-0001,20:00:00,0,0,20.17,3.101962671
01-11-0001,21:00:00,0,0,19.38,3.006475769
01-11-0001,22:00:00,0,0,18.71,2.902715732
01-11-0001,23:00:00,0,0,18.14333333,2.817027454
01-12-0001,0:00:00,0,0,17.61,2.692563194
01-12-0001,1:00:00,0,0,17.13666667,2.610123968
01-12-0001,2:00:00,0,0,16.73333333,2.609972035
01-12-0001,3:00:00,0,0,16.39333333,2.685585191
01-12-0001,4:00:00,0,0,16.09333333,2.79580145
01-12-0001,5:00:00,0,0,15.82,2.920014171
01-12-0001,6:00:00,0,0,15.58333333,3.065501403
01-12-0001,7:00:00,182.0382067,46.08822647,15.54333333,3.203735248
01-12-0001,8:00:00,530.120802,109.9929305,16.12666667,3.375768963
01-12-0001,9:00:00,831.8650947,148.8361459,17.41333333,3.520749659
01-12-0001,10:00:00,1058.189459,179.5585907,19.18,3.645346585
01-12-0001,11:00:00,1193.580823,197.5787529,21.11666667,3.714471544
01-12-0001,12:00:00,1228.747132,200.9241912,22.91333333,3.789525794
01-12-0001,13:00:00,1161.363577,189.2015702,24.37,3.829841988
01-12-0001,14:00:00,995.9936693,163.4845977,25.24666667,3.844452639
01-12-0001,15:00:00,743.8811573,127.0094505,25.49666667,3.865183525
01-12-0001,16:00:00,422.297068,87.15062041,25.06666667,3.855344104
01-12-0001,17:00:00,126.508302,55.24539222,24.03,3.817938602
01-12-0001,18:00:00,3.795751333,20.79018628,22.71333333,3.760202978
01-12-0001,19:00:00,0,0,21.50333333,3.71255868
01-12-0001,20:00:00,0,0,20.48666667,3.662365293
01-12-0001,21:00:00,0,0,19.63666667,3.594390585
01-12-0001,22:00:00,0,0,18.9,3.532704347
01-12-0001,23:00:00,0,0,18.26333333,3.456676033
01-13-0001,0:00:00,0,0,17.62333333,3.244165408
01-13-0001,1:00:00,0,0,17,3.001838517
01-13-0001,2:00:00,0,0,16.47333333,2.899575871
01-13-0001,3:00:00,0,0,16.01,2.897365034
01-13-0001,4:00:00,0,0,15.60666667,2.946410245
01-13-0001,5:00:00,0,0,15.25333333,3.052385538
01-13-0001,6:00:00,0,0,14.92,3.172772094
01-13-0001,7:00:00,182.00233,50.21146645,14.81333333,3.313372418
01-13-0001,8:00:00,526.1241413,128.8154865,15.29666667,3.471905304
01-13-0001,9:00:00,820.614172,183.104896,16.50666667,3.614905286
01-13-0001,10:00:00,1040.904081,223.1880127,18.17,3.756387663
01-13-0001,11:00:00,1171.997421,245.3054262,20.01333333,3.8759856
01-13-0001,12:00:00,1204.874798,247.5551908,21.73333333,3.963656735
01-13-0001,13:00:00,1137.390788,229.8533435,23.11333333,4.025070857
01-13-0001,14:00:00,974.116078,193.5399886,23.97,4.035630105
01-13-0001,15:00:00,726.1293827,141.7321311,24.20666667,4.021916967
01-13-0001,16:00:00,410.3788393,81.04251269,23.78333333,3.932629491
01-13-0001,17:00:00,121.0981007,37.70472175,22.76333333,3.819684346
01-13-0001,18:00:00,2.662048667,14.58064104,21.48666667,3.699648943
01-13-0001,19:00:00,0,0,20.28666667,3.601793934
01-13-0001,20:00:00,0,0,19.3,3.52811369
01-13-0001,21:00:00,0,0,18.48,3.478941575
01-13-0001,22:00:00,0,0,17.78333333,3.438031046
01-13-0001,23:00:00,0,0,17.18,3.418045418
01-14-0001,0:00:00,0,0,16.65,3.273061416
01-14-0001,1:00:00,0,0,16.2,3.04879852
01-14-0001,2:00:00,0,0,15.83666667,2.929220602
01-14-0001,3:00:00,0,0,15.49766667,2.841288784
01-14-0001,4:00:00,0,0,15.21466667,2.806784555
01-14-0001,5:00:00,0,0,14.93866667,2.789665328
01-14-0001,6:00:00,2.04497,0.581325699,14.70333333,2.812470179
01-14-0001,7:00:00,178.4003127,51.30383283,14.676,2.841861459
01-14-0001,8:00:00,508.594802,128.8299539,15.22666667,2.926800458
01-14-0001,9:00:00,791.8195593,182.822709,16.45,3.036757572
01-14-0001,10:00:00,1003.64975,223.4896152,18.11666667,3.18813353
01-14-0001,11:00:00,1129.598376,246.5662939,19.97,3.34521274
01-14-0001,12:00:00,1161.11244,250.0215399,21.72,3.529032299
01-14-0001,13:00:00,1096.053693,233.5916812,23.13,3.740011986
01-14-0001,14:00:00,938.8493147,198.553661,24.02,3.923527618
01-14-0001,15:00:00,700.2120787,148.2245683,24.31666667,4.032547183
01-14-0001,16:00:00,396.40129,89.58016047,23.96333333,4.076212181
01-14-0001,17:00:00,117.7974473,45.73174757,23.01,4.005801827
01-14-0001,18:00:00,3.078218,16.86009436,21.8,3.864248154
01-14-0001,19:00:00,0,0,20.66666667,3.706409484
01-14-0001,20:00:00,0,0,19.71666667,3.539246299
01-14-0001,21:00:00,0,0,18.91,3.370802626
01-14-0001,22:00:00,0,0,18.24,3.231483059
01-14-0001,23:00:00,0,0,17.64666667,3.118436095
01-15-0001,0:00:00,0,0,17.11666667,2.888632099
01-15-0001,1:00:00,0,0,16.62333333,2.570345922
01-15-0001,2:00:00,0,0,16.19666667,2.37130596
01-15-0001,3:00:00,0,0,15.83666667,2.259307696
01-15-0001,4:00:00,0,0,15.51,2.214583327
01-15-0001,5:00:00,0,0,15.25,2.208720959
01-15-0001,6:00:00,4.427180667,1.092776128,15.00666667,2.225546556
01-15-0001,7:00:00,194.530462,47.21636812,15.00333333,2.286313602
01-15-0001,8:00:00,545.9495873,111.3951288,15.59666667,2.338653213
01-15-0001,9:00:00,846.9548207,150.1255773,16.89333333,2.370353289
01-15-0001,10:00:00,1071.836943,178.9356052,18.62333333,2.417562656
01-15-0001,11:00:00,1205.298143,194.3729936,20.5,2.412896385
01-15-0001,12:00:00,1238.146819,194.8652718,22.22333333,2.412994039
01-15-0001,13:00:00,1168.194494,180.3613257,23.54,2.424103105
01-15-0001,14:00:00,1000.248642,152.1233203,24.30666667,2.425856881
01-15-0001,15:00:00,745.6893413,113.3997184,24.46333333,2.455603491
01-15-0001,16:00:00,421.9454767,71.72453405,23.94,2.468644749
01-15-0001,17:00:00,125.216742,43.86112824,22.87,2.485010234
01-15-0001,18:00:00,3.185848,17.44960814,21.55333333,2.478700067
01-15-0001,19:00:00,0,0,20.37,2.465786578
01-15-0001,20:00:00,0,0,19.40666667,2.437626507
01-15-0001,21:00:00,0,0,18.64666667,2.40067998
01-15-0001,22:00:00,0,0,18.01666667,2.346836952
01-15-0001,23:00:00,0,0,17.47666667,2.324484864
01-16-0001,0:00:00,0,0,17.08,2.259294977
01-16-0001,1:00:00,0,0,16.81,2.23427069
01-16-0001,2:00:00,0,0,16.56666667,2.265229429
01-16-0001,3:00:00,0,0,16.33,2.347140593
01-16-0001,4:00:00,0,0,16.11333333,2.468104582
01-16-0001,5:00:00,0,0,15.90666667,2.576409334
01-16-0001,6:00:00,6.551079333,2.096710995,15.72666667,2.727501488
01-16-0001,7:00:00,194.142994,61.37828534,15.76,2.878409523
01-16-0001,8:00:00,537.7051293,151.4933493,16.38333333,3.027356117
01-16-0001,9:00:00,832.9342193,217.6230449,17.68666667,3.216309015
01-16-0001,10:00:00,1053.460914,268.3590955,19.43,3.41074873
01-16-0001,11:00:00,1184.310293,298.2149988,21.33666667,3.614957751
01-16-0001,12:00:00,1216.527539,304.4602959,23.13,3.78537567
01-16-0001,13:00:00,1147.938528,286.5836661,24.54333333,3.924079803
01-16-0001,14:00:00,983.2718033,246.1380181,25.46,3.997550974
01-16-0001,15:00:00,733.6419567,186.7168241,25.72333333,4.001524135
01-16-0001,16:00:00,416.076054,116.369242,25.33666667,3.925643662
01-16-0001,17:00:00,124.6211893,59.72877325,24.36666667,3.765664601
01-16-0001,18:00:00,3.802926667,20.8294872,23.1,3.56554392
01-16-0001,19:00:00,0,0,21.91333333,3.380954092
01-16-0001,20:00:00,0,0,20.93,3.243470895
01-16-0001,21:00:00,0,0,20.1,3.143795203
01-16-0001,22:00:00,0,0,19.38333333,3.043147569
01-16-0001,23:00:00,0,0,18.74666667,2.970746259
01-17-0001,0:00:00,0,0,18.15,2.864015748
01-17-0001,1:00:00,0,0,17.58333333,2.79458631
01-17-0001,2:00:00,0,0,17.1,2.834759614
01-17-0001,3:00:00,0,0,16.69333333,2.926564814
01-17-0001,4:00:00,0,0,16.32333333,3.053170577
01-17-0001,5:00:00,0,0,15.99666667,3.211883466
01-17-0001,6:00:00,8.904588667,2.455957785,15.70666667,3.360206617
01-17-0001,7:00:00,201.849302,54.6758106,15.66,3.535885004
01-17-0001,8:00:00,550.1686833,130.0270933,16.24333333,3.758639091
01-17-0001,9:00:00,848.4831667,181.1163932,17.5,4.026121604
01-17-0001,10:00:00,1070.983078,219.6723829,19.18666667,4.261757233
01-17-0001,11:00:00,1202.514113,241.3600743,21.02666667,4.4684282
01-17-0001,12:00:00,1234.171684,244.225169,22.69,4.592598994
01-17-0001,13:00:00,1163.745787,227.9170342,23.94333333,4.65430341
01-17-0001,14:00:00,996.1084747,193.9521124,24.66,4.637969235
01-17-0001,15:00:00,742.53937,145.489951,24.74666667,4.550538682
01-17-0001,16:00:00,420.4745333,90.2529278,24.17666667,4.423189934
01-17-0001,17:00:00,125.1880407,49.28627973,23.05333333,4.264669073
01-17-0001,18:00:00,3.372406667,18.47143204,21.69333333,4.119920767
01-17-0001,19:00:00,0,0,20.46,3.998240993
01-17-0001,20:00:00,0,0,19.47,3.921483709
01-17-0001,21:00:00,0,0,18.65333333,3.855111549
01-17-0001,22:00:00,0,0,17.97,3.778902413
01-17-0001,23:00:00,0,0,17.36,3.677386628
01-18-0001,0:00:00,0,0,16.77,3.412972211
01-18-0001,1:00:00,0,0,16.24,2.997769286
01-18-0001,2:00:00,0,0,15.80333333,2.711722106
01-18-0001,3:00:00,0,0,15.43333333,2.526048206
01-18-0001,4:00:00,0,0,15.11,2.413089306
01-18-0001,5:00:00,0,0,14.83,2.348462446
01-18-0001,6:00:00,11.494884,2.886687828,14.57666667,2.365511293
01-18-0001,7:00:00,212.289412,52.11166983,14.58333333,2.367900763
01-18-0001,8:00:00,569.5636093,121.6445003,15.22333333,2.402108748
01-18-0001,9:00:00,874.407646,166.4675789,16.59333333,2.477753896
01-18-0001,10:00:00,1101.435193,199.1253875,18.41,2.557254724
01-18-0001,11:00:00,1235.204932,216.2627756,20.4,2.697764081
01-18-0001,12:00:00,1266.546788,216.4177496,22.24666667,2.831440883
01-18-0001,13:00:00,1193.358388,199.5296116,23.69,2.99394216
01-18-0001,14:00:00,1020.669641,167.0531777,24.58666667,3.146506912
01-18-0001,15:00:00,760.19069,122.0405751,24.81333333,3.291235313
01-18-0001,16:00:00,429.6876613,71.78807729,24.35333333,3.392154572
